link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/roast-beef-with-rosemary-mayonnaise-105364,Roast Beef with Rosemary Mayonnaise ,"4 teaspoons finely chopped rosemary $ 4 teaspoons distilled white vinegar $ 2 cups mayonnaise $ 1 garlic clove, pressed $ Romaine lettuce leaves $ 2 pounds thinly sliced roast beef $ 1 red onion, thinly sliced (optional) $ ",Beef $ No-Cook $ Low Carb $ Quick & Easy $ Oscars $ Mayonnaise $ Rosemary $ Bon Appétit $ ,American $ ,3.5/4,28,Beef $ No-Cook $ Low Carb $ Quick & Easy $ Oscars $ Mayonnaise $ Rosemary $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/pistachio-crusted-arctic-char-108344,Pistachio-Crusted Arctic Char ,"1 cup shelled pistachios (not dyed red; 4 ounces) $ 1/2 cup packed fresh basil leaves $ 2 tablespoons minced shallot $ 1/4 teaspoon salt $ 1/4 teaspoon black pepper $ 6 1/2 tablespoons unsalted butter, softened $ 6 pieces arctic char fillet (1 to 1 1/4 inches thick) with skin (6 ounces each) $ 1/2 tablespoon vegetable oil $ ",Food Processor $ Fish $ Nut $ Bake $ Quick & Easy $ Low/No Sugar $ Pistachio $ Summer $ Gourmet $ ,American $ ,3.5/4,21,Food Processor $ Fish $ Nut $ Bake $ Quick & Easy $ Low/No Sugar $ Pistachio $ Summer $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/maple-baked-beans-105614,Maple Baked Beans ,"2 cups dried navy beans, picked over $ 7 oz salt pork (rinsed if crusted with salt) or thick-cut bacon, cut into 1/4-inch dice $ 1 cup chopped onion $ 2 teaspoons salt $ 1/2 teaspoon black pepper $ 2/3 cup pure maple syrup $ 1 teaspoon dry mustard $ 4 cups water $ ",Bean $ Onion $ Pork $ Side $ Bake $ Fall $ Maple Syrup $ Gourmet $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ ,3/4,10,Bean $ Onion $ Pork $ Side $ Bake $ Fall $ Maple Syrup $ Gourmet $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/lemon-herb-mayonnaise-108463,Lemon-Herb Mayonnaise ,1 1/2 cups mayonnaise $ 3 tablespoons chopped fresh chives $ 3 tablespoons chopped fresh tarragon $ 3 tablespoons chopped fresh parsley $ 3 tablespoons chopped fresh basil $ 1 teaspoon fresh lemon juice $ 1/2 teaspoon grated lemon peel $ ,Condiment/Spread $ Sauce $ Food Processor $ Herb $ No-Cook $ Quick & Easy $ Salad Dressing $ Mayonnaise $ Lemon $ Summer $ Chill $ Bon Appétit $ ,American $ ,0/4,0,Condiment/Spread $ Sauce $ Food Processor $ Herb $ No-Cook $ Quick & Easy $ Salad Dressing $ Mayonnaise $ Lemon $ Summer $ Chill $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/chilled-cucumber-soup-with-smoked-salmon-and-dill-108433,Chilled Cucumber Soup with Smoked Salmon and Dill ,"1 1/2 tablespoons butter $ 1 cup chopped onions $ 4 cucumbers, peeled, halved, seeded, cut crosswise into 1/2-inch-thick slices (about 5 cups) $ 1 8-ounce russet potato, peeled, cut into 1/2-inch dice $ 3 1/2 cups low-salt chicken broth $ 3 large fresh dill sprigs plus 6 tablespoons minced fresh dill $ 1 teaspoon (or more) salt $ 1 cup crème fraîche or sour cream $ 3 ounces smoked salmon, cut into 1/2-inch pieces $ ",Soup/Stew $ Dairy $ Fish $ Herb $ Vegetable $ Freeze/Chill $ Sauté $ Salmon $ Cucumber $ Summer $ Chill $ Dill $ Bon Appétit $ ,American $ ,3.5/4,18,Soup/Stew $ Dairy $ Fish $ Herb $ Vegetable $ Freeze/Chill $ Sauté $ Salmon $ Cucumber $ Summer $ Chill $ Dill $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/winter-fruit-and-nut-stuffing-107294,Winter Fruit and Nut Stuffing ,"12 tablespoons (1 1/2 sticks) butter $ 2 large Anjou pears, peeled, cored, cut into 1/2-inch cubes $ 1 tablespoon sugar $ 3/4 teaspoon ground cinnamon $ 4 cups chopped onions $ 1 1/2 cups chopped celery $ 1 1/2 cups Sauternes or other sweet white wine $ 1 1/2 cups chopped pitted prunes $ 1 1/2 cups chopped dried apricots $ 1 cup dried cranberries $ 2 tablespoons chopped fresh rosemary $ 1 tablespoon chopped fresh sage $ 14 cups 1/2-inch cubes crustless firm white bread (about 1 1/2 pounds) $ 1 cup pecans, toasted, chopped $ ",Fruit $ Nut $ Side $ Bake $ Thanksgiving $ Stuffing/Dressing $ Prune $ Pear $ Apricot $ Pecan $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,4/4,47,Fruit $ Nut $ Side $ Bake $ Thanksgiving $ Stuffing/Dressing $ Prune $ Pear $ Apricot $ Pecan $ Fall $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/salmon-in-saffron-mussel-sauce-106308,Salmon in Saffron Mussel Sauce ,"1 pound mussels, scrubbed, debearded $ 1/2 cup dry white wine $ 1/2 teaspoon saffron threads, crushed $ 3/4 cup (about) whipping cream $ 1/2 cup canned crushed tomatoes with added puree $ 1 garlic clove, minced $ 1 bay leaf $ 1/8 teaspoon cayenne pepper $ 1 tablespoon olive oil $ 4 8-ounce skinless salmon fillets $ 1/2 teaspoon fresh lemon juice $ ",Milk/Cream $ Tomato $ Sauté $ Low Carb $ Salmon $ Mussel $ Saffron $ White Wine $ Spring $ Bon Appétit $ ,American $ ,3.5/4,38,Milk/Cream $ Tomato $ Sauté $ Low Carb $ Salmon $ Mussel $ Saffron $ White Wine $ Spring $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/fava-bean-soup-with-carrot-cream-106403,Fava Bean Soup with Carrot Cream ,"1 1/2 pounds fava bean pods (to yield 3/4 cup beans) $ 2 tablespoons vegetable oil $ 1 onion, chopped $ 1 8-ounce Yukon Gold potato, peeled, cut into 1/2-inch pieces $ 1 medium carrot, peeled, thinly sliced $ 2 14-ounce cans vegetable broth $ 1 1/2 cups water $ 1/4 cup dry white wine $ 3 tablespoons chopped fresh parsley $ 1/3 cup whipping cream $ 2 carrots, peeled, grated (about 1 1/4 cups) $ 2/3 cup whipping cream $ 1 teaspoon sugar $ 1/4 teaspoon salt $ ",Soup/Stew $ Milk/Cream $ Bean $ Sauté $ Carrot $ Spring $ Bon Appétit $ ,American $ ,3/4,12,Soup/Stew $ Milk/Cream $ Bean $ Sauté $ Carrot $ Spring $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/pastry-dough-108423,Pastry Dough ,"2 1/2 cups all-purpose flour $ 1 1/2 sticks (3/4 cup) cold unsalted butter, cut into 1/2-inch cubes $ 1/4 cup cold vegetable shortening $ 1/2 teaspoon salt $ 4 to 6 tablespoons ice water $ a pastry or bench scraper $ ",Dessert $ Bake $ Summer $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,3/4,6,Dessert $ Bake $ Summer $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/mixed-greens-with-bacon-and-herbs-106197,Mixed Greens with Bacon and Herbs ,"8 bacon slices, cut into 1/2-inch pieces $ 4 cups (packed) coarsely chopped escarole (from 1 head) $ 1 5-ounce bag mixed baby greens (about 8 cups) $ 4 green onions, chopped (white and pale green parts only) $ 2 tablespoons chopped fresh basil $ 2 tablespoons chopped fresh cilantro $ 1 tablespoon chopped fresh tarragon $ 6 tablespoons olive oil $ 2 tablespoons red wine vinegar $ ",Salad $ Leafy Green $ Herb $ Side $ Quick & Easy $ Lunch $ Basil $ Bacon $ Winter $ Tarragon $ Escarole $ Party $ Cilantro $ Bon Appétit $ Sugar Conscious $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ ,American $ ,3.5/4,17,Salad $ Leafy Green $ Herb $ Side $ Quick & Easy $ Lunch $ Basil $ Bacon $ Winter $ Tarragon $ Escarole $ Party $ Cilantro $ Bon Appétit $ Sugar Conscious $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ American $ 
https://www.epicurious.com/recipes/food/views/winter-squash-with-browned-butter-and-rosemary-102879,Winter Squash with Browned Butter and Rosemary ,"1 2-pound butternut squash, peeled, halved lengthwise, seeded, cut crosswise into 1/4-inch-thick slices $ 1/4 cup (1/2 stick) butter $ 1 teaspoon minced fresh rosemary $ ",Dairy $ Vegetable $ Side $ Sauté $ Steam $ Quick & Easy $ Rosemary $ Butternut Squash $ Winter $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,3.5/4,13,Dairy $ Vegetable $ Side $ Sauté $ Steam $ Quick & Easy $ Rosemary $ Butternut Squash $ Winter $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/orange-shallot-mayonnaise-108359,Orange Shallot Mayonnaise ,1 to 2 navel oranges $ 3 tablespoons finely chopped shallot $ 2/3 cup mayonnaise $ 1/2 teaspoon fresh lemon juice $ 1/8 teaspoon black pepper $ ,Condiment/Spread $ Citrus $ Onion $ Fourth of July $ Quick & Easy $ Spring $ Summer $ Gourmet $ ,American $ ,4/4,1,Condiment/Spread $ Citrus $ Onion $ Fourth of July $ Quick & Easy $ Spring $ Summer $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/penne-with-broiled-vegetables-and-feta-cheese-102855,Penne with Broiled Vegetables and Feta Cheese ,"1/2 pound penne pasta $ 2 small zucchini, quartered lengthwise, cut into 2-inch strips $ 1 medium-size red bell pepper, cut into 2x1/2-inch strips $ 1/2 cup bottled balsamic vinaigrette $ 1/2 cup crumbled garlic-and-herb feta cheese (about 2 ounces) $ 2 tablespoons chopped fresh mint $ ",Salad $ Cheese $ Pasta $ Vegetable $ Side $ Broil $ Picnic $ Quick & Easy $ Feta $ Mint $ Zucchini $ Winter $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,23,Salad $ Cheese $ Pasta $ Vegetable $ Side $ Broil $ Picnic $ Quick & Easy $ Feta $ Mint $ Zucchini $ Winter $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/whole-wheat-date-rolls-107471,Whole Wheat Date Rolls ,"2 3/4 cups warm water (105°F to 115°F) $ 2 tablespoons mild-flavored (light) molasses $ 1 tablespoon dry yeast (from 2 envelopes) $ 1 cup whole wheat flour $ 1 tablespoon salt $ 6 cups (about) plus 1/3 cup unbleached all purpose flour $ 1 1/2 tablespoons corn oil $ 1 pound pitted dates, chopped $ 1 large egg beaten to blend with 1 tablespoon water (for glaze) $ ",Bread $ Fruit $ Side $ Bake $ Christmas $ Ramadan $ Date $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,2.5/4,2,Bread $ Fruit $ Side $ Bake $ Christmas $ Ramadan $ Date $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/cranberry-and-dried-cherry-sauce-107322,Cranberry and Dried-Cherry Sauce ,"1 12-ounce container frozen cranberry juice cocktail, thawed $ 1 cup water $ 1 cup (packed) golden brown sugar $ 1 cinnamon stick, broken in half $ 1/4 teaspoon ground allspice $ 1 6-ounce package dried tart cherries* $ 1 12-ounce bag cranberries $ ",Condiment/Spread $ Sauce $ Fruit Juice $ Berry $ Thanksgiving $ Cranberry $ Cherry $ Fall $ Bon Appétit $ ,American $ ,4/4,86,Condiment/Spread $ Sauce $ Fruit Juice $ Berry $ Thanksgiving $ Cranberry $ Cherry $ Fall $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/curried-yogurt-dip-with-crisp-steamed-broccoli-102837,Curried Yogurt Dip with Crisp Steamed Broccoli ,"3 cups plain nonfat yogurt $ 3 cups plain nonfat yogurt $ 1 1/2 teaspoons olive oil $ 2 garlic cloves, minced $ 1 1/2 teaspoons curry powder $ 3 cups broccoli florets $ ",Condiment/Spread $ Dairy $ Garlic $ Vegetable $ Appetizer $ Steam $ Yogurt $ Broccoli $ Winter $ Healthy $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,1/4,2,Condiment/Spread $ Dairy $ Garlic $ Vegetable $ Appetizer $ Steam $ Yogurt $ Broccoli $ Winter $ Healthy $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/powdered-sugar-pound-cake-102888,Powdered Sugar Pound Cake ,"1 1/2 cups (3 sticks) unsalted butter, room temperature $ 1 1-pound box powdered sugar $ 1 1/2 teaspoons grated lemon peel $ 1 teaspoon vanilla extract $ 1/2 teaspoon salt $ 6 large eggs $ 2 1/3 cups all purpose flour $ ",Cake $ Dessert $ Bake $ Bon Appétit $ Illinois $ ,American $ ,3/4,11,Cake $ Dessert $ Bake $ Bon Appétit $ Illinois $ American $ 
https://www.epicurious.com/recipes/food/views/maple-buttermilk-pie-106383,Maple Buttermilk Pie ,1 (9-inch) baked pie shell $ 2 cups well-shaken buttermilk $ 2/3 cup Grade B maple syrup $ 6 large egg yolks $ 1/4 cup all-purpose flour $ 3 tablespoons maple sugar $ 1 teaspoon vanilla $ 1/4 teaspoon salt $ Accompaniment: lightly sweetened whipped cream $ ,Milk/Cream $ Dessert $ Bake $ Winter $ Maple Syrup $ Gourmet $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,13,Milk/Cream $ Dessert $ Bake $ Winter $ Maple Syrup $ Gourmet $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/nectarine-lime-curd-tart-with-a-brown-sugar-crust-15128,Nectarine Lime Curd Tart with a Brown-Sugar Crust ,1 firm-ripe medium nectarine $ 5 large egg yolks $ 1/3 cup granulated sugar $ 2 tablespoons fresh lime $ 2 tablespoons unsalted $ 1/8 teaspoon vanilla $ 3/4 stick (6 tablespoons) cold unsalted butter $ 1 cup all-purpose flour $ 1/3 cup packed dark brown sugar $ 3/4 teaspoon salt $ 4 firm-ripe medium nectarines $ 1/3 cup peach jam $ ,Dairy $ Egg $ Dessert $ Bake $ Lime $ Nectarine $ Summer $ Jam or Jelly $ Gourmet $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,25,Dairy $ Egg $ Dessert $ Bake $ Lime $ Nectarine $ Summer $ Jam or Jelly $ Gourmet $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/grape-tomato-blossoms-108382,"Grape Tomato ""Blossoms"" ","1/3 cup peppered Boursin cheese (from a 5.2-oz package), softened $ 1/4 cup finely chopped fresh basil $ 18 very thin slices Genoa salami (3 1/2 inches in diameter; 1/4 lb) $ 18 grape tomatoes $ 18 long fresh chives $ ",Tomato $ Appetizer $ No-Cook $ Cocktail Party $ Super Bowl $ Quick & Easy $ Sausage $ Summer $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ ,American $ ,3.5/4,10,Tomato $ Appetizer $ No-Cook $ Cocktail Party $ Super Bowl $ Quick & Easy $ Sausage $ Summer $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ American $ 
https://www.epicurious.com/recipes/food/views/open-face-lamb-burgers-with-mint-yogurt-sauce-108342,Open-Face Lamb Burgers with Mint Yogurt Sauce ,"1 cup plain yogurt $ 1 cup loosely packed whole fresh mint leaves plus 2 tablespoons minced $ 1 teaspoon fresh lemon juice $ 1 garlic clove, halved lengthwise $ 1 1/2 lb ground lamb (not lean) $ 1/3 cup minced fresh parsley $ 1/4 cup minced onion $ 3/4 teaspoon salt $ 1/2 teaspoon black pepper $ 1/8 teaspoon ground allspice $ 4 (1/2-inch-thick) slices country-style bread (from a crusty round loaf; preferably 6 inches in diameter) $ 2 tablespoons plus 1 teaspoon extra-virgin olive oil $ 2 oz mesclun (3 cups) $ ",Sandwich $ Lamb $ Picnic $ Yogurt $ Lemon $ Mint $ Summer $ Grill/Barbecue $ Lettuce $ Gourmet $ ,American $ ,3.5/4,18,Sandwich $ Lamb $ Picnic $ Yogurt $ Lemon $ Mint $ Summer $ Grill/Barbecue $ Lettuce $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/heirloom-tomato-salad-with-blue-cheese-108427,Heirloom Tomato Salad with Blue Cheese ,"8 1/2-inch-thick slices crusty bread $ 4 large garlic cloves, halved $ 3 tablespoons plus 1/3 cup extra-virgin olive oil $ 1 cup currant or grape tomatoes or halved cherry or pear tomatoes $ 1/2 cup chopped green onions $ 10 medium heirloom tomatoes of assorted colors, cored, thinly sliced $ 1 small red onion, sliced paper-thin $ 3 celery stalks, sliced thin on diagonal $ 1 1/2 cups coarsely crumbled blue cheese $ ",Salad $ Cheese $ Tomato $ Appetizer $ Vegetarian $ Quick & Easy $ Blue Cheese $ Summer $ Grill/Barbecue $ Bon Appétit $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,39,Salad $ Cheese $ Tomato $ Appetizer $ Vegetarian $ Quick & Easy $ Blue Cheese $ Summer $ Grill/Barbecue $ Bon Appétit $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/chunky-barbecued-chicken-salad-peterson-15147,Chunky Barbecued Chicken Salad Peterson ,1/3 cup barbecue sauce (preferably Kansas City style) $ 1/3 cup mayonnaise $ 1 canned chipotle chile in adobo* (optional) $ 2 pounds leftover barbecued or plain grilled chicken $ 1 small red onion $ 1 red bell pepper $ 1/2 cup fresh cilantro sprigs $ *available at Latino markets and some specialty foods shops. $ ,Salad $ Chicken $ Onion $ Pepper $ Poultry $ Summer $ Jalapeño $ Gourmet $ ,American $ ,3.5/4,19,Salad $ Chicken $ Onion $ Pepper $ Poultry $ Summer $ Jalapeño $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/orange-spice-buche-de-noel-with-orange-cream-cheese-frosting-107515,Orange-Spice Bûche de Noël with Orange Cream Cheese Frosting ,"2 oranges $ 2/3 cup water $ 1/2 cup sugar $ 1 tablespoon apple cider vinegar $ 1 cup cake flour $ 1 teaspoon baking powder $ 1 teaspoon ground cinnamon $ 1/2 teaspoon ground allspice $ 1/4 teaspoon ground cloves $ 1/8 teaspoon salt $ 1/2 cup whole milk $ 1 cup sugar $ 3 large eggs $ 1 teaspoon vanilla extract $ 1 teaspoon grated orange peel $ Powdered sugar $ 1 8-ounce package cream cheese, room temperature $ 3/4 cup (1 1/2 sticks) unsalted butter, room temperature $ 1/4 cup fresh orange juice $ 1 tablespoon grated orange peel $ 2 teaspoons vanilla extract $ 4 cups powdered sugar $ ",Cake $ Citrus $ Dairy $ Dessert $ Bake $ Christmas $ Vinegar $ Cream Cheese $ Orange $ Spice $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ French $ ,3.5/4,8,Cake $ Citrus $ Dairy $ Dessert $ Bake $ Christmas $ Vinegar $ Cream Cheese $ Orange $ Spice $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ French $ 
https://www.epicurious.com/recipes/food/views/butternut-squash-and-ginger-relish-107377,Butternut Squash and Ginger Relish ,"1/2 cup unseasoned rice vinegar $ 1/4 cup sugar $ 1/2 teaspoon salt $ 1 teaspoon finely grated peeled fresh ginger $ 1/4 teaspoon cayenne $ 2 lb butternut squash, peeled, seeded, and coarsely shredded (5 cups) $ 1 bunch scallions, finely chopped (2/3 cup) $ ",Condiment/Spread $ Ginger $ Vegetable $ Side $ Thanksgiving $ Quick & Easy $ Butternut Squash $ Fall $ Gourmet $ Fat Free $ Vegan $ Vegetarian $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,3,Condiment/Spread $ Ginger $ Vegetable $ Side $ Thanksgiving $ Quick & Easy $ Butternut Squash $ Fall $ Gourmet $ Fat Free $ Vegan $ Vegetarian $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/apple-cranberry-shortcakes-with-cinnamon-cream-107507,Apple-Cranberry Shortcakes with Cinnamon Cream ,"2 cups all purpose flour $ 3 1/2 tablespoons plus 1/2 cup (packed) golden brown sugar $ 2 teaspoons ground cinnamon $ 2 teaspoons baking powder $ 1/2 teaspoon baking soda $ 1/2 teaspoon salt $ 11 tablespoons chilled unsalted butter, cut into 1/2-inch cubes $ 3/4 cup whole-milk yogurt $ 5 sweet apples $ 1 cup fresh cranberries $ 2 cups chilled whipping cream $ 3/4 teaspoon vanilla extract $ ",Cake $ Berry $ Fruit $ Dessert $ Bake $ Sauté $ Yogurt $ Cranberry $ Apple $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,2.5/4,2,Cake $ Berry $ Fruit $ Dessert $ Bake $ Sauté $ Yogurt $ Cranberry $ Apple $ Winter $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/two-hour-turkey-and-gravy-104130,Two-Hour Turkey and Gravy ,"1 onion, halved or quarter $ 2 to 3 garlic cloves $ 3 to 4 rosemary sprigs (optional) $ 1 (12- to 14-pound) turkey $ 1/4 pound (1 stick) butter, melted, or vegetable oil (optional) $ 1 quart turkey broth or canned chicken broth $ 1/2 cup flour $ 1 cup cream (optional) $ Salt $ Freshly ground black pepper $ ",Milk/Cream $ Onion $ turkey $ Roast $ Thanksgiving $ Rosemary $ Fall $ ,American $ ,4/4,40,Milk/Cream $ Onion $ turkey $ Roast $ Thanksgiving $ Rosemary $ Fall $ American $ 
https://www.epicurious.com/recipes/food/views/sour-cherry-preserves-105237,Sour Cherry Preserves ,"4 lb sour cherries, stemmed and pitted, reserving 3 tablespoons pits $ 5 cups sugar $ 1/3 cup fresh lemon juice $ 1 (1 3/4-oz) box plus 3 tablespoons lower- sugar powdered pectin $ Special equipment: a cherry pitter; cheesecloth; a candy thermometer; 8 (1/2-pint) canning jars with lids and screw bands $ ",Condiment/Spread $ Fruit $ Condiment $ Cherry $ Summer $ Edible Gift $ Gourmet $ ,American $ ,3.5/4,12,Condiment/Spread $ Fruit $ Condiment $ Cherry $ Summer $ Edible Gift $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/maple-crunch-layer-cake-109090,Maple Crunch Layer Cake ,"Vegetable oil $ 1 cup pure maple syrup $ 1/2 cup sugar $ 2 teaspoons apple cider vinegar $ 2 teaspoons baking soda $ 1 cup coarsely chopped walnuts (about 4 ounces) $ Nonstick vegetable oil spray $ 2 1/2 cups all purpose flour $ 2 teaspoons baking powder $ 1 teaspoon baking soda $ 1/2 teaspoon salt $ 1/4 teaspoon ground cinnamon $ 1/2 cup (1 stick) unsalted butter, room temperature $ 1/2 cup (packed) golden brown sugar $ 1 cup pure maple syrup $ 2 large eggs $ 2 teaspoons vanilla extract $ 1/2 cup buttermilk $ 1/2 cup pure maple syrup $ 4 large egg whites $ 2 cups (4 sticks) unsalted butter, cut into 1/2-inch-thick slices, room temperature $ ",Mixer $ Nut $ Dessert $ Bake $ Christmas $ Thanksgiving $ Vinegar $ Walnut $ Vanilla $ Winter $ Birthday $ Edible Gift $ Cinnamon $ Maple Syrup $ Boil $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3/4,5,Mixer $ Nut $ Dessert $ Bake $ Christmas $ Thanksgiving $ Vinegar $ Walnut $ Vanilla $ Winter $ Birthday $ Edible Gift $ Cinnamon $ Maple Syrup $ Boil $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/green-beans-with-shiitake-mushrooms-105815,Green Beans with Shiitake Mushrooms ,"6 tablespoons (3/4 stick) butter $ 8 ounces fresh shiitake mushrooms, stemmed, caps sliced $ 2 shallots, chopped $ 2 garlic cloves, minced $ 2 pounds slender green beans, trimmed $ 2/3 cup canned low-salt chicken broth $ ",Mushroom $ Sauté $ Green Bean $ Summer $ Bon Appétit $ ,American $ ,3.5/4,62,Mushroom $ Sauté $ Green Bean $ Summer $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/garlicky-mashed-potatoes-105814,Garlicky Mashed Potatoes ,"2 heads of garlic $ 2 tablespoons olive oil $ 1/4 cup white vermouth or dry white wine $ 1/4 cup canned low-salt chicken broth $ 3 1/2 pounds Yukon Gold potatoes, peeled, cut into 2-inch pieces $ 1 cup half and half $ 6 tablespoons (3/4 stick) butter, room temperature $ ",Garlic $ Potato $ Side $ Roast $ Fall $ Bon Appétit $ Sugar Conscious $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ ,3.5/4,13,Garlic $ Potato $ Side $ Roast $ Fall $ Bon Appétit $ Sugar Conscious $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ 
