link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/hazelnut-butter-cookies-with-mini-chocolate-chips-108976,Hazelnut-Butter Cookies with Mini Chocolate Chips ,"1 1/2 cups all purpose flour $ 3/4 teaspoon baking soda $ 1/2 teaspoon baking powder $ 1/2 teaspoon salt $ 1/2 cup (1 stick) unsalted butter, room temperature $ 1 cup creamy unsalted hazelnut butter $ 1/2 cup sugar $ 1/2 cup (packed) golden brown sugar $ 1 large egg $ 1 teaspoon vanilla extract $ 1 12-ounce package semisweet mini chocolate chips (2 cups) $ ",Cookies $ Chocolate $ Bake $ Christmas $ Winter $ Hazelnut $ Bon Appétit $ ,American $ ,3.5/4,81,Cookies $ Chocolate $ Bake $ Christmas $ Winter $ Hazelnut $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/cast-iron-roasted-clams-107008,Cast-Iron Roasted Clams ,"3 pounds medium (3- to 4-inch) red potatoes $ 16 garlic cloves, peeled $ 3 small red onions (3/4 pound total), quartered lengthwise, leaving root end intact $ 1/2 cup extra-virgin olive oil $ 1 teaspoon salt $ 1/2 teaspoon black pepper $ 1 3/4 pound plum tomatoes (10 to 12), halved lengthwise $ 40 small hard-shelled clams (4 lb) such as littlenecks (less than 2 inches wide), scrubbed well $ 1/2 teaspoon dried hot red pepper flakes $ 1/4 cup chopped fresh parsley $ a 14-inch cast-iron skillet with lid, or a 17- by 12-inch heavy roasting pan (preferably dark metal) and heavy-duty foil $ ",Garlic $ Potato $ Shellfish $ Tomato $ Roast $ Quick & Easy $ Clam $ Fall $ Gourmet $ ,American $ ,3.5/4,13,Garlic $ Potato $ Shellfish $ Tomato $ Roast $ Quick & Easy $ Clam $ Fall $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/pepper-steak-with-port-zinfandel-and-mushroom-sauce-107085,"Pepper Steak with Port, Zinfandel, and Mushroom Sauce ","3 tablespoons butter $ 2 large shallots, sliced $ 1 1/2 pounds mushrooms, thickly sliced $ 1 tablespoon all purpose flour $ 1 cup Zinfandel $ 1/2 cup ruby Port $ 1/2 cup low-salt chicken broth $ 1 1 1/4-pound top sirloin steak, about 3/4 to 1 inch thick $ 3/4 teaspoon ground black pepper $ 1/2 teaspoon salt $ ",Beef $ Mushroom $ Sauté $ Steak $ Port $ Red Wine $ Fall $ Shallot $ Bon Appétit $ ,American $ ,4/4,24,Beef $ Mushroom $ Sauté $ Steak $ Port $ Red Wine $ Fall $ Shallot $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/grits-with-shrimp-and-roasted-red-bell-pepper-107072,Grits with Shrimp and Roasted Red Bell Pepper ,"2 large red bell peppers $ 2 tablespoons (1/4 stick) butter $ 3 garlic cloves, chopped $ 2 green onions, chopped $ 1 1/2 teaspoons chopped fresh thyme $ 1 cup quick-cooking grits $ 3 1/2 cups low-salt chicken broth $ 3 tablespoons whipping cream $ 1 teaspoon salt $ 1 teaspoon hot pepper sauce $ 1/4 teaspoon ground black pepper $ 30 uncooked large shrimp, peeled, deveined $ 1 cup crumbled feta cheese $ Fresh thyme sprigs $ ",Milk/Cream $ Pepper $ Brunch $ Bake $ Sauté $ Feta $ Shrimp $ Fall $ Simmer $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ Southern $ ,3.5/4,29,Milk/Cream $ Pepper $ Brunch $ Bake $ Sauté $ Feta $ Shrimp $ Fall $ Simmer $ Bon Appétit $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ Southern $ 
https://www.epicurious.com/recipes/food/views/roast-beef-sandwiches-with-blue-cheese-dressing-103783,Roast Beef Sandwiches with Blue Cheese Dressing ,"4 ounces blue cheese, crumbled $ 2/3 cup sour cream $ 1/3 cup mayonnaise $ 1 1/2 teaspoons Worcestershire sauce $ 1 loaf crusty multi-grain or whole wheat bread, cut into sixteen 1/4-inch-thick slices $ 2 tablespoons (1/4 stick) butter, room temperature $ 1 1/2 pounds thinly sliced rare roast beef $ 1 7.25-ounce jar roasted red peppers, drained, sliced (optional) $ 3 bunches arugula, trimmed $ ",Sandwich $ Beef $ Cheese $ Dairy $ Leafy Green $ No-Cook $ Picnic $ Lunch $ Mayonnaise $ Blue Cheese $ Arugula $ Summer $ Chill $ Sour Cream $ Bon Appétit $ Sugar Conscious $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ ,3.5/4,17,Sandwich $ Beef $ Cheese $ Dairy $ Leafy Green $ No-Cook $ Picnic $ Lunch $ Mayonnaise $ Blue Cheese $ Arugula $ Summer $ Chill $ Sour Cream $ Bon Appétit $ Sugar Conscious $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/baked-cherry-tomatoes-with-parmesan-topping-106643,Baked Cherry Tomatoes with Parmesan Topping ,2 tablespoons extra-virgin olive oil $ 2 12-ounce baskets cherry tomatoes $ 1 teaspoon salt $ 1 teaspoon ground black pepper $ 1/4 cup chopped fresh parsley $ 1/4 cup freshly grated Parmesan cheese $ ,Cheese $ Tomato $ Appetizer $ Side $ Bake $ Broil $ Graduation $ Parmesan $ Summer $ Parsley $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,American $ ,3/4,28,Cheese $ Tomato $ Appetizer $ Side $ Bake $ Broil $ Graduation $ Parmesan $ Summer $ Parsley $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/quick-pecan-tart-5179,Quick Pecan Tart ,1 18-ounce log refrigerator sugar-cookie dough $ 1/2 cup (1 stick) unsalted butter $ 1/2 cup (packed) golden brown sugar $ 1/4 cup dark corn syrup $ 2 tablespoons whipping cream $ 2 cups pecans (about 8 ounces) $ ,Milk/Cream $ Dessert $ Bake $ Thanksgiving $ Pecan $ Fall $ Bon Appétit $ ,American $ ,3.5/4,10,Milk/Cream $ Dessert $ Bake $ Thanksgiving $ Pecan $ Fall $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/pinto-raisin-bread-pudding-with-apples-and-cheese-11731,Pinto Raisin Bread Pudding with Apples and Cheese ,"2 1/2 cups water $ 1 1/2 cups firmly packed light brown sugar $ 1/2 teaspoon cinnamon $ 5 slices of homemade-style white bread, toasted and the crust discarded $ 5 slices of homemade-style raisin bread, toasted and the crusts discarded $ 1/2 stick (1/4 cup) unsalted butter, softened $ 1/2 pound Longhorn (Colby) or mild Cheddar, grated $ 2 Granny Smith apples $ 1 cup apple jelly, melted $ vanilla ice cream as an accompaniment $ ",Fruit $ Dessert $ Bake $ Kid-Friendly $ Cheddar $ Raisin $ Apple $ Winter $ Gourmet $ ,American $ ,0/4,0,Fruit $ Dessert $ Bake $ Kid-Friendly $ Cheddar $ Raisin $ Apple $ Winter $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/deviled-eggs-10110,Deviled Eggs ,"8 large hard-cooked eggs $ 3 tablespoons mayonnaise $ 1 tablespoon Dijon mustard $ 2 dashes of hot sauce, or to taste $ paprika for sprinkling $ ",Egg $ Mustard $ Appetizer $ Mayonnaise $ Family Reunion $ Chill $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,3/4,56,Egg $ Mustard $ Appetizer $ Mayonnaise $ Family Reunion $ Chill $ Gourmet $ Sugar Conscious $ Kidney Friendly $ Vegetarian $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/old-fashioned-corn-bread-5758,Old-Fashioned Corn Bread ,"1 1/4 cups yellow cornmeal $ 3/4 cup all purpose flour $ 2 teaspoons baking soda $ 1/2 teaspoon salt $ 1 cup whole milk $ 1 large egg, beaten to blend $ 3 tablespoons butter, melted $ ",Bread $ Bake $ Thanksgiving $ Vegetarian $ Quick & Easy $ Mardi Gras $ Cornmeal $ Bon Appétit $ ,American $ Southern $ ,1.5/4,5,Bread $ Bake $ Thanksgiving $ Vegetarian $ Quick & Easy $ Mardi Gras $ Cornmeal $ Bon Appétit $ American $ Southern $ 
https://www.epicurious.com/recipes/food/views/maple-glazed-yams-with-pecan-topping-5759,Maple-Glazed Yams with Pecan Topping ,"4 pounds yams (red-skinned sweet potatoes), peeled, cut into 1/4-inch-thick rounds $ 1/2 cup pure maple syrup $ 8 tablespoons (1 stick) chilled butter, cut into 1/2-inch pieces $ 1/3 cup all purpose flour $ 1/3 cup (packed) golden brown sugar $ 1/2 cup coarsely chopped pecans $ ",Side $ Bake $ Thanksgiving $ Vegetarian $ Pecan $ Sweet Potato/Yam $ Fall $ Bon Appétit $ ,American $ ,3.5/4,90,Side $ Bake $ Thanksgiving $ Vegetarian $ Pecan $ Sweet Potato/Yam $ Fall $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/caesar-style-salad-10064,Caesar-Style Salad ,"1/2 cup plain nonfat yogurt $ 1/2 teaspoon anchovy paste $ 1 teaspoon fresh lemon juice $ 1 teaspoon balsamic vinegar $ 1 teaspoon Dijon mustard $ 1/2 teaspoon Worcestershire sauce $ 1 garlic clove, minced and mashed into a paste with 1/4 teaspoon salt $ 1/4 cup freshly grated Parmesan cheese (about 1 ounce) $ 1 head romaine, rinsed, spun dry, and cut into wide strips (about 7 cups) $ 1/4 cup finely chopped red onion $ ",Salad $ Food Processor $ Garlic $ No-Cook $ Quick & Easy $ Yogurt $ Lunch $ Parmesan $ Lemon $ Lettuce $ Gourmet $ ,American $ ,3.5/4,17,Salad $ Food Processor $ Garlic $ No-Cook $ Quick & Easy $ Yogurt $ Lunch $ Parmesan $ Lemon $ Lettuce $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/ginger-rum-glazed-ham-11501,Ginger Rum-Glazed Ham ,a 7- to 8-pound half (shank end) of a fully cooked cured ham $ 1/3 cup chopped preserved ginger in syrup (available at specialty foods shops and some supermarkets) $ 3 tablespoons firmly packed brown sugar $ 3 tablespoons dark rum $ parsley sprigs for garnish if desired $ ,Rum $ Roast $ Easter $ Ham $ Gourmet $ ,American $ ,3.5/4,22,Rum $ Roast $ Easter $ Ham $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/florida-citrus-pie-2651,Florida Citrus Pie ,"1 7-ounce jar roasted macadamia nuts $ 3/4 cup ground vanilla wafer cookies $ 1/4 cup firmly packed dark brown sugar $ 1/4 cup (1/2 stick) unsalted butter, melted $ 2 cups fresh pink grapefruit juice $ 1/4 cup plus 1 tablespoon sugar $ 1 1/4 teaspoons unflavored gelatin $ 1/4 cup fresh lime juice $ 9 ounces imported white chocolate (such as Lindt or Callebaut), chopped $ 1/4 cup whipping cream $ 1 1/4 cups chilled whipping cream $ 1 cup chilled whipping cream $ 2 tablespoons sugar $ 7 thin lime slices, cut in half $ 8 ounces imported white chocolate (such as Callebaut), shaved into curls (optional) $ ",Milk/Cream $ Chocolate $ Dessert $ Bake $ Grapefruit $ Lime $ Macadamia Nut $ Fall $ Bon Appétit $ Peanut Free $ Soy Free $ ,American $ ,3.5/4,7,Milk/Cream $ Chocolate $ Dessert $ Bake $ Grapefruit $ Lime $ Macadamia Nut $ Fall $ Bon Appétit $ Peanut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/maytag-blue-cheese-souffles-with-black-corinth-grapes-and-muscat-grape-reduction-15619,Maytag Blue Cheese Souffles with Black Corinth Grapes and Muscat Grape Reduction ,"3 cups Muscat grapes or other grapes (about 1 1/4 pounds) $ 1/2 cup water $ 3 tablespoons finely chopped walnuts (preferably black walnuts*) $ 1/2 cup milk $ 2 tablespoons unsalted butter $ 1/4 cup all-purpose flour $ 1 large egg yolk $ 1/4 pound Maytag Blue cheese** $ 2 large egg whites $ 2 individual brioches (each about 3 inches in diameter) $ 1 tablespoon unsalted butter $ 1 cup black Corinth grapes (Champagne grapes) $ *available at some specialty foods shops and by mail order from American Spoon Foods, tel. (800) 222-5886 $ **available at specialty foods and cheese shops and by mail order from Maytag Dairy Farms, tel. (800) 247-2458 $ ",Food Processor $ Mixer $ Egg $ Fruit $ Bake $ Vegetarian $ Blue Cheese $ Walnut $ Fall $ Grape $ Bon Appétit $ ,American $ ,2.5/4,3,Food Processor $ Mixer $ Egg $ Fruit $ Bake $ Vegetarian $ Blue Cheese $ Walnut $ Fall $ Grape $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/corn-bread-with-sun-dried-tomatoes-997,Corn Bread with Sun-Dried Tomatoes ,"3 cups yellow cornmeal $ 1 1/2 cups all purpose flour $ 1/2 cup sugar $ 1 tablespoon dried rubbed sage $ 1 tablespoon ground black pepper $ 1 1/2 teaspoons salt $ 1 1/2 teaspoons baking powder $ 3/4 teaspoon baking soda $ 2 1/4 cups buttermilk $ 1 cup chopped drained oil-packed sun-dried tomatoes, 1/4 cup oil reserved $ 1/2 cup (1 stick) butter, melted, cooled $ 4 large eggs $ 1 large egg yolk $ ",Bread $ Tomato $ Side $ Bake $ Corn $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,2.5/4,5,Bread $ Tomato $ Side $ Bake $ Corn $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/banana-stuffed-french-toast-with-streusel-topping-2983,Banana-Stuffed French Toast with Streusel Topping ,"2 tablespoons plus 1/4 cup ( 1/2 stick) unsalted butter $ 2 tablespoons plus 1/2 cup sugar $ 2 tablespoons water $ 2 large ripe bananas, peeled, cut into 1/2-inch-thick rounds $ 1 1-pound unsliced loaf egg bread, ends trimmed, bread cut  into 6 slices (each about 1 1/2 inches thick) $ 2 cups milk (do not use low-fat or nonfat) $ 6 large eggs $ 2 1/2 teaspoons ground cinnamon $ 1/4 teaspoon vanilla extract $ 1 1/2 cups thinly sliced almonds, toasted $ 1/4 cup (packed) golden brown sugar $ 1/4 cup quick-cooking oats $ 2 tablespoons all purpose flour $ Maple syrup $ ",Egg $ Fruit $ Nut $ Brunch $ Bake $ Kid-Friendly $ Mother's Day $ Father's Day $ Banana $ Almond $ Bon Appétit $ New York $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,40,Egg $ Fruit $ Nut $ Brunch $ Bake $ Kid-Friendly $ Mother's Day $ Father's Day $ Banana $ Almond $ Bon Appétit $ New York $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/corn-bread-for-stuffing-13390,Corn Bread for Stuffing ,"1 cup all-purpose flour $ 1 1/2 cups yellow cornmeal $ 1 tablespoon double-acting baking powder $ 1 teaspoon salt $ 1 cup milk $ 1 large egg $ 3 tablespoons unsalted butter, melted and cooled $ ",Bread $ Bake $ Thanksgiving $ Fall $ Gourmet $ ,American $ ,3.5/4,2,Bread $ Bake $ Thanksgiving $ Fall $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/carrot-pudding-15536,Carrot Pudding ,"3 egg yolks $ 1/2 cup sugar $ 12 tablespoons butter, unsalted $ 3/4 cup flour $ 2 pounds carrots, large dice, cooked $ 1/2 cup cheddar cheese, grated $ 1 1/2 teaspoons baking powder $ 4 egg whites $ 2 cups walnut pieces $ 2 tablespoon butter, unsalted $ 1/4 cup sugar $ ",Cheese $ Egg $ Side $ Bake $ Thanksgiving $ Cheddar $ Carrot $ Fall $ Winter $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,6,Cheese $ Egg $ Side $ Bake $ Thanksgiving $ Cheddar $ Carrot $ Fall $ Winter $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/sweet-potato-and-molasses-muffins-2658,Sweet Potato and Molasses Muffins ,"t1 large orange-flesh sweet potato (about 1 1/4 pounds), baked until tender, peeled $ 2 eggs, beaten to blend $ 1/2 cup milk $ 1/2 cup unsulfured (light) molasses $ 3 tablespoons butter, melted $ 1 1/4 cups all purpose flour $ 1/2 cup whole wheat flour $ 2 teaspoons baking powder $ 1 teaspoon ground cinnamon $ 3/4 teaspoon salt $ 1/2 teaspoon ground ginger $ ",Bread $ Bake $ Thanksgiving $ Sweet Potato/Yam $ Fall $ Healthy $ Molasses $ Bon Appétit $ ,American $ ,3/4,18,Bread $ Bake $ Thanksgiving $ Sweet Potato/Yam $ Fall $ Healthy $ Molasses $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/chocolate-cake-with-caramel-coconut-almond-filling-906,Chocolate Cake with Caramel-Coconut-Almond Filling ,"4 ounces unsweetened chocolate, chopped $ 1 cup water $ 1 tablespoon instant espresso powder or coffee powder $ 2 1/4 cups (packed) dark brown sugar $ 1 cup (2 sticks) unsalted butter, room temperature $ 3 large eggs $ 1 teaspoon vanilla extract $ 2 cups cake flour $ 2 teaspoons baking soda $ 1 teaspoon baking powder $ 1/2 teaspoon salt $ 1 cup sour cream $ 1 cup sugar $ 1/4 cup water $ 1 cup whipping cream $ 1 cup sweetened flaked coconut (about 2 1/2 ounces), toasted $ 1 cup thinly sliced almonds (about 4 ounces), toasted $ 1/2 cup (1 stick) unsalted butter $ 3 ounces unsweetened chocolate, chopped $ 1/2 teaspoon vanilla extract $ 2 cups powdered sugar, sifted $ 1/2 cup sour cream $ 2 cups sliced almonds (about 8 ounces), toasted $ ",Cake $ Mixer $ Chocolate $ Dessert $ Bake $ Thanksgiving $ Kid-Friendly $ Coconut $ Almond $ Fall $ Birthday $ Sour Cream $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3.5/4,39,Cake $ Mixer $ Chocolate $ Dessert $ Bake $ Thanksgiving $ Kid-Friendly $ Coconut $ Almond $ Fall $ Birthday $ Sour Cream $ Bon Appétit $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/espresso-chocolate-fudge-938,Espresso-Chocolate Fudge ,"6 ounces bittersweet (not unsweetened) or semisweet chocolate, chopped $ 1/4 cup marshmallow creme $ 1 ounce unsweetened chocolate, chopped $ 1 teaspoon vanilla extract $ 1/2 cup water $ 2 tablespoons instant espresso powder $ 1 1/2 cups sugar $ 3/4 cup sweetened condensed milk $ 1/3 cup whipping cream $ 1/4 cup (1/2 stick) unsalted butter $ 2 ounces good-quality white chocolate (such as Lindt or Baker's) $ 30 espresso beans $ ",Candy $ Coffee $ Chocolate $ Dessert $ Winter $ Edible Gift $ Bon Appétit $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ ,3.5/4,39,Candy $ Coffee $ Chocolate $ Dessert $ Winter $ Edible Gift $ Bon Appétit $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ 
https://www.epicurious.com/recipes/food/views/roasted-root-vegetables-954,Roasted Root Vegetables ,"4 small turnips, peeled, halved, sliced $ 4 medium parsnips, peeled, sliced $ 2 large rutabagas, peeled, quartered, sliced $ 2 yams (red-skinned sweet potatoes), peeled, sliced $ 1 large acorn squash, peeled quartered, seeded cut into 1/3-inch-thick slices $ 1/2 cup olive oil $ ",Side $ Roast $ Thanksgiving $ Vegetarian $ Low Cal $ High Fiber $ Root Vegetable $ Parsnip $ Turnip $ Squash $ Sweet Potato/Yam $ Winter $ Healthy $ Vegan $ Rutabaga $ Bon Appétit $ ,American $ ,3.5/4,20,Side $ Roast $ Thanksgiving $ Vegetarian $ Low Cal $ High Fiber $ Root Vegetable $ Parsnip $ Turnip $ Squash $ Sweet Potato/Yam $ Winter $ Healthy $ Vegan $ Rutabaga $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/maple-walnut-pound-cake-with-maple-glaze-909,Maple Walnut Pound Cake with Maple Glaze ,"1 3/4 cups coarsely chopped walnuts (about 6 ounces), toasted $ 2 1/4 cups cake flour $ 1 teaspoon baking powder $ 1/2 teaspoon salt $ 1 1/4 cups (2 1/2 sticks) unsalted butter room temperature $ 1 1/4 cups sugar $ 5 large eggs $ 1/2 cup pure maple syrup $ 3/4 teaspoon maple flavoring $ 1/2 teaspoon vanilla extract $ 1/4 cup (1/2 stick) unsalted butter $ 2 tablespoons pure maple syrup $ 2 tablespoons whipping cream $ 6 tablespoons powdered sugar, sifted $ 12 walnut halves $ ",Cake $ Food Processor $ Mixer $ Nut $ Dessert $ Bake $ Thanksgiving $ Condiment $ Walnut $ Fall $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ ,3/4,28,Cake $ Food Processor $ Mixer $ Nut $ Dessert $ Bake $ Thanksgiving $ Condiment $ Walnut $ Fall $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/dark-chocolate-walnut-layer-cake-285,Dark Chocolate Walnut Layer Cake ,"3 ounces unsweetened chocolate, chopped $ 1 cup all purpose flour $ 1/2 teaspoon baking soda $ 1/2 cup (1 stick) unsalted butter, room temperature $ 1/2 cup packed golden brown sugar $ 1/2 cup sugar $ 2 large eggs $ 1 teaspoon vanilla extract $ 1/2 cup buttermilk $ 3/4 cup chopped walnuts $ 4 ounces unsweetened chocolate, chopped $ 1/2 cup (1 stick) unsalted butter, room temperature $ 3 cups powdered sugar $ 6 tablespoons (about) hot milk $ 1 cup chopped walnuts $ ",Chocolate $ Dairy $ Dessert $ Bake $ Walnut $ Bon Appétit $ ,American $ ,2.5/4,3,Chocolate $ Dairy $ Dessert $ Bake $ Walnut $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/grilled-mock-sausage-patties-96,Grilled Mock Sausage Patties ,"10 ounces ground pork $ 1 garlic clove, pressed $ 1 teaspoon dried rubbed sage $ 1/2 teaspoon fennel seeds, chopped $ 1/4 teaspoon dried thyme, crumbled $ 1/4 teaspoon cayenne pepper $ ",Pork $ Low Fat $ Low Sodium $ Grill/Barbecue $ Bon Appétit $ ,American $ ,2.5/4,3,Pork $ Low Fat $ Low Sodium $ Grill/Barbecue $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/new-york-potato-salad-1454,New York Potato Salad ,"3 pounds russet potatoes $ 2 tablespoons white wine vinegar $ 1 1/2 teaspoons dry mustard $ 3/4 cup mayonnaise $ 1/2 cup sour cream $ 2 tablespoons sugar $ 1 1/2 teaspoons Hungarian hot paprika $ 1 green bell pepper, diced $ 1 red bell pepper, diced $ 2 celery stalks, diced $ 4 hard-boiled eggs, chilled, shelled and sliced (optional) $ Chopped fresh parsley $ ",Salad $ Potato $ Side $ Fourth of July $ Picnic $ Vegetarian $ Kid-Friendly $ Quick & Easy $ Mayonnaise $ Bell Pepper $ Tailgating $ Bon Appétit $ Oregon $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,American $ ,2.5/4,10,Salad $ Potato $ Side $ Fourth of July $ Picnic $ Vegetarian $ Kid-Friendly $ Quick & Easy $ Mayonnaise $ Bell Pepper $ Tailgating $ Bon Appétit $ Oregon $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ American $ 
https://www.epicurious.com/recipes/food/views/blueberry-sour-cream-pie-300,Blueberry Sour Cream Pie ,"1 1/4 cups all purpose flour $ 1/2 cup (1 stick) chilled unsalted butter, cut into pieces $ 2 tablespoons sugar $ Pinch of salt $ 4 tablespoons (about) ice water $ 1 cup sour cream $ 3/4 cup sugar $ 2 1/2 tablespoons all purpose flour $ 1 egg, beaten to blend $ 3/4 teaspoon almond extract $ 1/4 teaspoon salt $ 2 1/2 cups fresh blueberries $ 6 tablespoons all purpose flour $ 1/4 cup (1/2 stick) chilled unsalted butter, cut into pieces $ 1/3 cup chopped pecans $ 2 tablespoons sugar $ ",Nut $ Dessert $ Bake $ Kid-Friendly $ Blueberry $ Summer $ Sour Cream $ Bon Appétit $ ,American $ ,3.5/4,125,Nut $ Dessert $ Bake $ Kid-Friendly $ Blueberry $ Summer $ Sour Cream $ Bon Appétit $ American $ 
https://www.epicurious.com/recipes/food/views/red-wine-vinaigrette-106752,Red-Wine Vinaigrette ,"1/4 cup red-wine vinegar $ 1 tablespoon Dijon mustard $ 1 teaspoon sugar $ Salt and black pepper, to taste $ N/A black pepper $ 1/2 cup extra-virgin olive oil $ ",Condiment/Spread $ Sauce $ Mustard $ No-Cook $ Vinegar $ Summer $ Parade $ ,American $ ,3.5/4,11,Condiment/Spread $ Sauce $ Mustard $ No-Cook $ Vinegar $ Summer $ Parade $ American $ 
https://www.epicurious.com/recipes/food/views/blueberry-ginger-granita-106540,Blueberry Ginger Granita ,"2 tablespoons chopped peeled fresh ginger $ 1/2 cup superfine granulated sugar $ 3/4 pounds blueberries (2 1/2 cups), thawed if frozen $ 3/4 cup water $ 2 teaspoons fresh lime juice $ ",Ginger $ Dessert $ Blueberry $ Summer $ Gourmet $ ,American $ ,3.5/4,11,Ginger $ Dessert $ Blueberry $ Summer $ Gourmet $ American $ 
https://www.epicurious.com/recipes/food/views/kid-friendly-turkey-burgers-104169,Kid-Friendly Turkey Burgers ,"1 1/2 cups fresh breadcrumbs $ 1/2 onion, very finely chopped $ 1 tablespoon olive oil $ 1/2 teaspoon salt $ 1/4 teaspoon freshly ground black pepper $ 1 1 /2 pounds ground turkey meat $ 4 slices cheddar cheese $ 4 buns, warmed $ Lettuce, sliced tomato, sliced red onion, pickle for serving $ Ketchup, mustard, mayonnaise, for serving $ ",Sandwich $ Mustard $ Onion $ Tomato $ turkey $ Kid-Friendly $ Mayonnaise $ Cheddar $ ,American $ ,3/4,16,Sandwich $ Mustard $ Onion $ Tomato $ turkey $ Kid-Friendly $ Mayonnaise $ Cheddar $ American $ 
https://www.epicurious.com/recipes/food/views/chive-corn-muffins-104931,Chive-Corn Muffins ,"Nonstick vegetable oil spray $ 1 cup all purpose flour $ 1 cup yellow cornmeal $ 1 tablespoon sugar $ 2 teaspoons baking powder $ 1 teaspoon salt $ 1/2 teaspoon baking soda $ 1/2 teaspoon cayenne pepper $ 1/4 cup chopped fresh chives $ 1 1/2 cups plain yogurt $ 2 large eggs $ 3 tablespoons unsalted butter, melted $ ",Bread $ Herb $ Vegetable $ Breakfast $ Brunch $ Bake $ Quick & Easy $ Yogurt $ Cornmeal $ Spice $ Corn $ Healthy $ Chive $ Bon Appétit $ ,American $ ,3/4,37,Bread $ Herb $ Vegetable $ Breakfast $ Brunch $ Bake $ Quick & Easy $ Yogurt $ Cornmeal $ Spice $ Corn $ Healthy $ Chive $ Bon Appétit $ American $ 
